Object_ID,Filename,Class_Label,Image_Type,Environment,Lighting,Preprocessing
IMG000940,IMG_1300_jpg.rf.29602e094b0448c81d74ee8000011e3f.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000941,IMG_1300_jpg.rf.5eae86dbc370c22a6d3706d8c04ba826.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000942,IMG_1300_jpg.rf.a533ddce6ec1b339d9450bf03b42b170.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000943,IMG_1301_jpg.rf.18753905485c38731c0260b84b3e5259.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000944,IMG_1301_jpg.rf.b9d58727f086352a96b6b33df543bd07.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000945,IMG_1301_jpg.rf.dba9b572722ee335a039ce178ec06c4b.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000946,IMG_1304_jpg.rf.51a050ced561a306dae94c4c1cd4a5f3.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000947,IMG_1304_jpg.rf.537c1f774a5895b4d7442fe0c4d3fbd0.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000948,IMG_1304_jpg.rf.a1e5525a27624996847ccefb76ec3fd9.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000949,IMG_1305_jpg.rf.1218eb85978a6e149ea8d029bd0c3c02.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000950,IMG_1305_jpg.rf.46ba28dbaff44e834ec8e3c18ace57f3.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000951,IMG_1305_jpg.rf.bd644b564988175b099d2fd862a7ac28.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000952,IMG_1306_jpg.rf.6253b3b0a8416b6d213c3dea7c512f44.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000953,IMG_1306_jpg.rf.8c41d1bc147208cbdc2ad9c6a8b4ae7c.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000954,IMG_1306_jpg.rf.d71ac77654a8469c4a58979e4cb536f5.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000955,IMG_1307_jpg.rf.3774b84110fefa4bc9a9a8f21e1162dd.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000956,IMG_1307_jpg.rf.6b3f5ad0efaa8c5e83d4446549fcb2f2.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000957,IMG_1307_jpg.rf.daad7fc53fe2200f2d16f85c83eb7905.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000958,IMG_1309_jpg.rf.71e0349a1e2933b9cb75526b8c3bd854.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000959,IMG_1309_jpg.rf.d8a0b786bcdfd04f0c45f8c58fc254e9.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000960,IMG_1309_jpg.rf.ff10218a4a74385fec43488263dcf912.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000961,IMG_1310_jpg.rf.2c24cf99e48456b29b2ecd63b3a79084.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000962,IMG_1310_jpg.rf.396d5a88193248da203ff27b28accb9d.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000963,IMG_1310_jpg.rf.d3a29bd42c5faf70ce37b88b24c8930f.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000964,IMG_1312_jpg.rf.17ae4400dbf3e4b00d8079d1679086d9.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000965,IMG_1312_jpg.rf.6ada3cc650022be05f2c58c35d59c477.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000966,IMG_1312_jpg.rf.94f5fe8354e7f620a32f6f91641f4971.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000967,IMG_1313_jpg.rf.38957678cc6e85f20df07c77deea3353.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000968,IMG_1313_jpg.rf.4e9de52e91bae12b5fca410bbbe38fd5.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000969,IMG_1313_jpg.rf.9045d33d1f9bc508c653c5b6918a4066.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000970,IMG_1315_jpg.rf.ae8ef6e871edeb64ce07adee05fc24f4.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000971,IMG_1315_jpg.rf.bd07abd0ff8eb22866046e8d7395f73b.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000972,IMG_1315_jpg.rf.ed09d97eb37107818c7242fc0e2d290e.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000973,IMG_1316_jpg.rf.556787dc342844f0e7543b21307b4475.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000974,IMG_1316_jpg.rf.7949bf75ca779deab2fb46be4dbd042c.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000975,IMG_1316_jpg.rf.c58dff3b201611d5e7d931a62644f89e.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000976,IMG_1317_jpg.rf.33c2f76fd633476085ef0fddfdb3aa23.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000977,IMG_1317_jpg.rf.6717db4cd18b364a8f9b9bbb1db5ed8f.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000978,IMG_1317_jpg.rf.e68d5714a796e1c782cb323059b69086.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000979,IMG_1318_jpg.rf.984b03d4bef40ecc6373ba3489894e22.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000980,IMG_1318_jpg.rf.ed0cd2d1556e4c729125f0863ee921df.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000981,IMG_1318_jpg.rf.f973a5c17f355f92f7843e66ef98092b.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000982,IMG_1322_jpg.rf.1055ab3af481b677cbf4554eea58a647.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000983,IMG_1322_jpg.rf.65abab84194ab3458a4b26ae5b33ce6c.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000984,IMG_1322_jpg.rf.b8a999cc4ee1ed91f59f605886a7b479.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000985,IMG_1323_jpg.rf.989d0d132b86a0de887729407248b61b.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000986,IMG_1323_jpg.rf.c8621a2db99a5529777964c8b5b0dfdd.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000987,IMG_1323_jpg.rf.dadc25e384c8a082dce05b8ad4368a6f.jpg,Cofsils,Augmented,Indoor,LED,None
IMG000988,Image_1_jpg.rf.6b0f50a2361504fe12206840326ccd17.jpg,Cranmed,Raw,Indoor,LED,None
IMG000989,Image_1_jpg.rf.707a235e6740827a22079d26b12b81f2.jpg,Cranmed,Augmented,Indoor,LED,None
IMG000990,Image_1_jpg.rf.e4013f621929303e46843061728e0209.jpg,Cranmed,Augmented,Indoor,LED,None
IMG000991,Image_3_jpg.rf.812ade86d3283ff01e70df5db983957a.jpg,Cranmed,Augmented,Indoor,LED,None
IMG000992,Image_3_jpg.rf.84c7dc815c3814fd60e38e92dfdeb5a2.jpg,Cranmed,Augmented,Indoor,LED,None
IMG000993,Image_3_jpg.rf.939be423b3d825263ae8959c7d0209f1.jpg,Cranmed,Raw,Indoor,LED,None
IMG000994,Image_5_jpg.rf.5ad017f25d4a0a2ced7858853d2cd315.jpg,Cranmed,Raw,Indoor,LED,None
IMG000995,Image_5_jpg.rf.740aa1ddd46a816a37d3ea6be8583ea4.jpg,Cranmed,Augmented,Indoor,LED,None
IMG000996,Image_5_jpg.rf.7b383cbd2aa302e76bb31fe7a108c880.jpg,Cranmed,Augmented,Indoor,LED,None
IMG000997,Image_6_jpg.rf.5addf48a2911d4c71a34b480b9407347.jpg,Cranmed,Augmented,Indoor,LED,None
IMG000998,Image_6_jpg.rf.75ddcb96df077bfff94be6048cab3cc2.jpg,Cranmed,Augmented,Indoor,LED,None
IMG000999,Image_6_jpg.rf.e6c53c55c2df808ffcd5b6d271527da1.jpg,Cranmed,Raw,Indoor,LED,None
IMG001000,IMG-20251108-WA0243_jpg.rf.28e54171ddaf179a250925027c654528.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001001,IMG-20251108-WA0243_jpg.rf.b0ea33d0c296b847d3a0fd29120a0030.jpg,Cranmed,Raw,Indoor,LED,None
IMG001002,IMG-20251108-WA0243_jpg.rf.cc9d6d7e37135e33285940ce09a822a8.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001003,IMG-20251108-WA0244_jpg.rf.4c3bcd70283b823fb717746dacef4bb6.jpg,Cranmed,Raw,Indoor,LED,None
IMG001004,IMG-20251108-WA0244_jpg.rf.bf3c78d5001225192628e8601b905c85.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001005,IMG-20251108-WA0244_jpg.rf.fc6d0c766e33fdda0440b59dedeac5b0.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001006,IMG-20251108-WA0245_jpg.rf.3fe15dacdd34fe39321b538696cfd1e5.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001007,IMG-20251108-WA0245_jpg.rf.7843be1ead37df3af1fdea751cfe12f5.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001008,IMG-20251108-WA0245_jpg.rf.f5bf65a6ee34cebdadba0207a8c8b48c.jpg,Cranmed,Raw,Indoor,LED,None
IMG001009,IMG-20251108-WA0246_jpg.rf.1897f25e03887ba435f07febd3743bb0.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001010,IMG-20251108-WA0246_jpg.rf.190d6d69b7c9d922a00edf30cb1d15f9.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001011,IMG-20251108-WA0246_jpg.rf.f55eb1deacb884f45377ee6c77569ca7.jpg,Cranmed,Raw,Indoor,LED,None
IMG001012,IMG-20251108-WA0247_jpg.rf.3f5dce199d8cec7da741f977de8d6880.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001013,IMG-20251108-WA0247_jpg.rf.6abcf7e28263f1e97bcde7fff86a77a9.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001014,IMG-20251108-WA0247_jpg.rf.d50f188500a78397dfe45532bbc1ce46.jpg,Cranmed,Raw,Indoor,LED,None
IMG001015,IMG-20251108-WA0248_jpg.rf.6f7f10e0dee6ded805c927cf63fa12db.jpg,Cranmed,Raw,Indoor,LED,None
IMG001016,IMG-20251108-WA0248_jpg.rf.9e400c597e9d12cc08c5665b966584b5.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001017,IMG-20251108-WA0248_jpg.rf.ff6f2a5ce7b24adc1617cef42cdeb832.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001018,IMG-20251108-WA0249_jpg.rf.4f5ec1019b1ed98e47c71a57570abfed.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001019,IMG-20251108-WA0249_jpg.rf.94282bc864d04d07fe8230b11804e767.jpg,Cranmed,Raw,Indoor,LED,None
IMG001020,IMG-20251108-WA0249_jpg.rf.b5dcae14811667c645f9e9826ec8adaa.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001021,IMG-20251108-WA0250_jpg.rf.18520fa34938b0597a0c770c0deb5c4c.jpg,Cranmed,Raw,Indoor,LED,None
IMG001022,IMG-20251108-WA0250_jpg.rf.27f83ee5588ba3c82eb966f7bdc59854.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001023,IMG-20251108-WA0250_jpg.rf.d5c320c626765388df09d3d12b01f1d4.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001024,IMG-20251108-WA0252_jpg.rf.4823b4af4fa4bcb7ea59bd44b6083b44.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001025,IMG-20251108-WA0252_jpg.rf.626ca68dfcea4e67733af95abe0c2166.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001026,IMG-20251108-WA0252_jpg.rf.f211b82413ea3a5b647913b877b2ca20.jpg,Cranmed,Raw,Indoor,LED,None
IMG001027,IMG-20251108-WA0253_jpg.rf.467247313a829dac88dacdf015914232.jpg,Cranmed,Raw,Indoor,LED,None
IMG001028,IMG-20251108-WA0253_jpg.rf.7ae4249f158412db8838cb099e6c981e.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001029,IMG-20251108-WA0253_jpg.rf.cc79b4a41f5f1a90d4f5c4d4dc07bc76.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001030,IMG-20251108-WA0254_jpg.rf.1322bb9869db3944a9f5238e31bebd0a.jpg,Cranmed,Raw,Indoor,LED,None
IMG001031,IMG-20251108-WA0254_jpg.rf.6ac4672ed183c73f147cd4e759c39b65.jpg,Cranmed,Raw,Indoor,LED,None
IMG001032,IMG-20251108-WA0254_jpg.rf.bcb7adb9e379e326737dc3125c235322.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001033,IMG-20251108-WA0255_jpg.rf.91daf91a9bb07afeec13bed6dc7225ac.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001034,IMG-20251108-WA0255_jpg.rf.e2658f680725c7adba984281cc6ad19b.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001035,IMG-20251108-WA0255_jpg.rf.fb881a5edf504ee64fd013c45ef3195c.jpg,Cranmed,Raw,Indoor,LED,None
IMG001036,IMG-20251108-WA0257_jpg.rf.19a1b1600904ec7440e932b539a8a497.jpg,Cranmed,Raw,Indoor,LED,None
IMG001037,IMG-20251108-WA0257_jpg.rf.8e45171d33f12eced29f3d0501186301.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001038,IMG-20251108-WA0257_jpg.rf.daa4ece2e933be1ce03b6ff16adaf4df.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001039,IMG-20251108-WA0258_jpg.rf.08652e014a2064c20448236e69e67c50.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001040,IMG-20251108-WA0258_jpg.rf.b94d745bd3f9eee33b90bb35fb320ca7.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001041,IMG-20251108-WA0258_jpg.rf.e856838d419fb65c6a10e6e31a5ccab8.jpg,Cranmed,Raw,Indoor,LED,None
IMG001042,IMG-20251108-WA0259_jpg.rf.0d7b5a6ef060b82cad004839a0d204d7.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001043,IMG-20251108-WA0259_jpg.rf.65a9e618e6a14030a2ded3b24955fbea.jpg,Cranmed,Raw,Indoor,LED,None
IMG001044,IMG-20251108-WA0259_jpg.rf.ba5f10e95f8bdb6038053493d3ebf277.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001045,IMG-20251108-WA0260_jpg.rf.4182ae477d02b226de506bf6dc0abd6a.jpg,Cranmed,Raw,Indoor,LED,None
IMG001046,IMG-20251108-WA0260_jpg.rf.a42934864fd5fde94603ac159b9bc2e2.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001047,IMG-20251108-WA0260_jpg.rf.b2c340add5c1e203eef3a451b9c08f3e.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001048,IMG-20251108-WA0261_jpg.rf.056c41fee549b7a79ed3ec53e3f83228.jpg,Cranmed,Raw,Indoor,LED,None
IMG001049,IMG-20251108-WA0261_jpg.rf.98658622ebb3939e42734c93f8a02b7d.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001050,IMG-20251108-WA0261_jpg.rf.e85f55dc4808c97d5e22c325aadd85b9.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001051,IMG-20251108-WA0262_jpg.rf.a43ef4672e181441c771edd02af0d6a8.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001052,IMG-20251108-WA0262_jpg.rf.e624b8ff6475a4f5e6ec4e8735298f78.jpg,Cranmed,Raw,Indoor,LED,None
IMG001053,IMG-20251108-WA0262_jpg.rf.ff7a4ae8d8fc0c668bcc4f1f5bba694b.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001054,IMG-20251108-WA0264_jpg.rf.6e8f78f5c4924888cd3a52cd7d56f57b.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001055,IMG-20251108-WA0264_jpg.rf.926e03b8b0c864e87b5b8e3e878a1f52.jpg,Cranmed,Raw,Indoor,LED,None
IMG001056,IMG-20251108-WA0264_jpg.rf.e7d03bc916c33ada0f8763fe3703ca43.jpg,Cranmed,Augmented,Indoor,LED,None
IMG001057,Image_2_jpg.rf.02bba290511dd07e3692384a4b9ff8f0.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001058,Image_2_jpg.rf.466282e90edd49ae36dd0458df818682.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001059,Image_2_jpg.rf.a183c367bbe34f375cbf4bc250148b7f.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001060,Image_3_jpg.rf.3ad55b4add1bbf531e83200af98eb769.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001061,Image_3_jpg.rf.60aa1489e91ef5bb48e3a0d05370d5d3.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001062,Image_3_jpg.rf.b0a498f083c19eb1571b4862f35ba0c1.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001063,Image_4_jpg.rf.b5b5f9a486a65c4b549343b51eaf594c.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001064,Image_4_jpg.rf.bec413bcda2c730fcc0d53e773be4846.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001065,Image_4_jpg.rf.de4e6f72a01ef01b2358d44f5aa7b05a.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001066,Image_6_jpg.rf.5ab30b62774ea7d9a8186cfd9df2d3c6.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001067,Image_6_jpg.rf.71ddcee4ef7e912710ed645cd113aa78.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001068,Image_6_jpg.rf.7443548d32d1719d63dcb0fac290886f.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001069,IMG-20251108-WA0211_jpg.rf.6ee6831c5511240a0e851aeec50e76eb.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001070,IMG-20251108-WA0211_jpg.rf.78ee48050a883434f317f9cd7b7af910.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001071,IMG-20251108-WA0211_jpg.rf.fcc12bedee5ae05db3f62f85f2a9be8a.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001072,IMG-20251108-WA0212_jpg.rf.4ade184de710601cfd795521d1a90b76.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001073,IMG-20251108-WA0212_jpg.rf.a03b31764885eb5387f11972814be16f.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001074,IMG-20251108-WA0212_jpg.rf.b1fafeb40f9cf21b7636b62545102c52.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001075,IMG-20251108-WA0213_jpg.rf.141725dd43cbc831d591ff32205c949c.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001076,IMG-20251108-WA0213_jpg.rf.3e8ba34343f21a097412315cfadc63f2.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001077,IMG-20251108-WA0213_jpg.rf.c87b329bd1ea7e9bf529f80279d57cec.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001078,IMG-20251108-WA0214_jpg.rf.30cde68d8ca4e11831fa830b23ee0680.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001079,IMG-20251108-WA0214_jpg.rf.4a1e2b3d15858f094f2755291a5411ef.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001080,IMG-20251108-WA0214_jpg.rf.80f36d09f26b98ea8e16065e9573f92b.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001081,IMG-20251108-WA0217_jpg.rf.1a41469c68839bed146ebf5a7c90ed65.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001082,IMG-20251108-WA0217_jpg.rf.befa3ca342a6abbe0dfcb8ecd64ef333.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001083,IMG-20251108-WA0217_jpg.rf.f912ede240df0cdc66f821414a86da3a.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001084,IMG-20251108-WA0218_jpg.rf.26c9b6dfe35df54cc9dae31d85999d59.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001085,IMG-20251108-WA0218_jpg.rf.425917c5aa2d5e0f2ad3dfc3c4d118bf.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001086,IMG-20251108-WA0218_jpg.rf.89d82def50e34f56ab1bf4c945ce1e4c.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001087,IMG-20251108-WA0219_jpg.rf.78e4b079cb8cbf9c6ee4257e21158f6c.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001088,IMG-20251108-WA0219_jpg.rf.a4066444d63bd8381aa7754fdfdd482b.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001089,IMG-20251108-WA0219_jpg.rf.a70d30c1657ecfb17ae8d8ef33776600.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001090,IMG-20251108-WA0220_jpg.rf.38e734adb67e1d90c1d638b3e4a721bf.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001091,IMG-20251108-WA0220_jpg.rf.7e8252a528f165f6488370f463d61c14.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001092,IMG-20251108-WA0220_jpg.rf.888d2bd62587c2f90f043b90906b7ec1.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001093,IMG-20251108-WA0221_jpg.rf.1133fd7da80feafac430f647d50e4a1b.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001094,IMG-20251108-WA0221_jpg.rf.1b06f06b7fd552f5150fd9d9c3b14402.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001095,IMG-20251108-WA0221_jpg.rf.d468c4c8f95259fdec21aadb5aa4be5f.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001096,IMG-20251108-WA0222_jpg.rf.8d7c0d363985e619a2baf360d296eee6.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001097,IMG-20251108-WA0222_jpg.rf.d12aa5da11f3da5e1a1c9bb32b9e315e.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001098,IMG-20251108-WA0222_jpg.rf.df9ec10d3b8d6f322f13039115e9aa74.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001099,IMG-20251108-WA0225_jpg.rf.5f3b9047973aeb6b3aa47efb1288e64f.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001100,IMG-20251108-WA0225_jpg.rf.70e55d36a30dcbfba2f8da29e8ca1102.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001101,IMG-20251108-WA0225_jpg.rf.77e070424e9d9f7ade035807f4852bea.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001102,IMG-20251108-WA0227_jpg.rf.43b4e0969542448889f076fc24672dfd.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001103,IMG-20251108-WA0227_jpg.rf.6fa6ceb2270931422f3e4d7753314fdd.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001104,IMG-20251108-WA0227_jpg.rf.f73655f0d8155edc37602fd6fad2f1c1.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001105,IMG-20251108-WA0229_jpg.rf.1348bb323e7113656b2914535206287d.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001106,IMG-20251108-WA0229_jpg.rf.262178f3bb5f22be79b3804b6858115a.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001107,IMG-20251108-WA0229_jpg.rf.7d7ecd9a6375a434b00f54cbeb961964.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001108,IMG-20251108-WA0230_jpg.rf.9237dcda3121791f17d011ed5093852b.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001109,IMG-20251108-WA0230_jpg.rf.a71c6e3d7c231f31f6ac1290082bdc83.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001110,IMG-20251108-WA0230_jpg.rf.f442cd50611432f16535976f5a592a28.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001111,IMG-20251108-WA0231_jpg.rf.0fe73b65def585cc293f2f31211cd951.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001112,IMG-20251108-WA0231_jpg.rf.554cafbb1a00c335abe3f71b541e98d7.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001113,IMG-20251108-WA0231_jpg.rf.6498d10f9c784708fde402f00c03f491.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001114,IMG-20251108-WA0232_jpg.rf.24d6f22c90019bc0feb933d03d9b0d81.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001115,IMG-20251108-WA0232_jpg.rf.25835c99b06bdd9d26c0acb7025afa8f.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001116,IMG-20251108-WA0232_jpg.rf.5891a1e4628fb6ac4d6e8c3df539a369.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001117,IMG-20251108-WA0233_jpg.rf.283dc2845d7dafcfbaecb48967bf6361.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001118,IMG-20251108-WA0233_jpg.rf.6f904f1e73e55527bc568851e0b1773a.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001119,IMG-20251108-WA0233_jpg.rf.8e9dca77f6ec89a72e7fc00fb0027dcb.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001120,IMG-20251108-WA0234_jpg.rf.29b961b8bb3df92172f4c184dfa2416d.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001121,IMG-20251108-WA0234_jpg.rf.9daeb1d45a6f9b91fc70a02aab07fbc2.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001122,IMG-20251108-WA0234_jpg.rf.b72098b5156ab939d9d3de86d7aff60a.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001123,IMG-20251108-WA0235_jpg.rf.0d08f69b0bfa17d2107b09c72b535dc8.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001124,IMG-20251108-WA0235_jpg.rf.bc2adb775c2f9db581c46757935b4ae2.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001125,IMG-20251108-WA0235_jpg.rf.ff05792bc5d0570e8ec9659d55dc67f7.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001126,IMG-20251108-WA0236_jpg.rf.010d4db99bc0ad33ee6bbdeec5d4f9dd.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001127,IMG-20251108-WA0236_jpg.rf.b406f501250797f2e7f1a70644156b61.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001128,IMG-20251108-WA0236_jpg.rf.cc5c1053293750f629f119c78c3891bd.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001129,IMG-20251108-WA0237_jpg.rf.5d7d522a6ebdb2a771e9215e1bc0115f.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001130,IMG-20251108-WA0237_jpg.rf.778174d8f603e62774bfbbdbb03f7ed8.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001131,IMG-20251108-WA0237_jpg.rf.82b1ba8449f1776ef8c0c1a8257abad8.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001132,IMG-20251108-WA0238_jpg.rf.38e75b7eef523615bafc5bb32b3621ee.jpg,Cyclopam,Raw,Indoor,LED,None
IMG001133,IMG-20251108-WA0238_jpg.rf.435d92f006494d641d82c7d02ac64e14.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001134,IMG-20251108-WA0238_jpg.rf.803f938e273cbf49ac20b26e56d1b75b.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001135,IMG-20251108-WA0239_jpg.rf.0b9b21871f057473ce49c5e700069d4f.jpg,Cyclopam,Augmented,Indoor,LED,None
IMG001136,IMG-20251108-WA0239_jpg.rf.1d2d7ecab8ebf87b721cdeab5affa704.jpg,Cyclopam,Raw,Indoor,LED,None
